node,t,k,value
dena21,8,133,643.6
dena21,9,133,674.9
dena21,10,133,713.5
dena21,11,133,697.9
dena21,12,133,663.3
dena21,13,133,641.0
dena21,14,133,624.0
dena21,15,133,617.8
dena21,16,133,636.5
dena21,17,133,670.6
dena21,18,133,688.2
dena21,19,133,700.2
dena21,20,133,729.1
dena21,21,133,723.9
dena21,22,133,667.9
dena21,23,133,619.1
dena21,24,133,588.0
dena21,1,134,577.7
dena21,2,134,582.1
dena21,3,134,599.7
dena21,4,134,660.2
dena21,5,134,797.6
dena21,6,134,904.8
dena21,7,134,957.5
dena21,8,134,972.9
dena21,9,134,997.1
dena21,10,134,1020.9
dena21,11,134,1012.1
dena21,12,134,996.1
dena21,13,134,978.9
dena21,14,134,962.4
dena21,15,134,942.2
dena21,16,134,933.4
dena21,17,134,931.2
dena21,18,134,920.3
dena21,19,134,891.5
dena21,20,134,871.9
dena21,21,134,808.4
dena21,22,134,727.1
dena21,23,134,667.0
dena21,24,134,636.9
dena21,1,135,623.9
dena21,2,135,626.5
dena21,3,135,649.8
dena21,4,135,699.5
dena21,5,135,815.8
dena21,6,135,916.0
dena21,7,135,965.5
dena21,8,135,971.5
dena21,9,135,999.8
dena21,10,135,1017.4
dena21,11,135,1003.6
dena21,12,135,987.7
dena21,13,135,967.0
dena21,14,135,944.8
dena21,15,135,916.6
dena21,16,135,908.9
dena21,17,135,901.3
dena21,18,135,887.1
dena21,19,135,856.8
dena21,20,135,851.1
dena21,21,135,810.0
dena21,22,135,725.9
dena21,23,135,668.1
dena21,24,135,639.6
dena21,1,136,621.6
dena21,2,136,625.0
dena21,3,136,648.8
dena21,4,136,690.1
dena21,5,136,801.5
dena21,6,136,898.8
dena21,7,136,943.0
dena21,8,136,945.8
dena21,9,136,960.9
dena21,10,136,984.8
dena21,11,136,977.6
dena21,12,136,969.5
dena21,13,136,957.3
dena21,14,136,943.0
dena21,15,136,920.2
dena21,16,136,910.2
dena21,17,136,905.0
dena21,18,136,890.1
dena21,19,136,860.2
dena21,20,136,852.2
dena21,21,136,805.9
dena21,22,136,724.2
dena21,23,136,668.3
dena21,24,136,632.8
dena21,1,137,617.5
dena21,2,137,612.6
dena21,3,137,607.8
dena21,4,137,579.2
dena21,5,137,553.4
dena21,6,137,588.0
dena21,7,137,633.3
dena21,8,137,676.0
dena21,9,137,712.0
dena21,10,137,744.7
dena21,11,137,734.8
dena21,12,137,697.4
dena21,13,137,671.1
dena21,14,137,658.2
dena21,15,137,649.0
dena21,16,137,661.5
dena21,17,137,675.0
dena21,18,137,680.5
dena21,19,137,666.1
dena21,20,137,684.3
dena21,21,137,691.4
dena21,22,137,636.9
dena21,23,137,582.3
dena21,24,137,553.0
dena21,1,138,541.4
dena21,2,138,545.2
dena21,3,138,569.5
dena21,4,138,597.9
dena21,5,138,663.7
dena21,6,138,744.7
dena21,7,138,803.4
dena21,8,138,824.9
dena21,9,138,835.2
dena21,10,138,855.8
dena21,11,138,848.5
dena21,12,138,820.1
dena21,13,138,798.2
dena21,14,138,785.7
dena21,15,138,772.9
dena21,16,138,777.3
dena21,17,138,783.7
dena21,18,138,777.1
dena21,19,138,745.8
dena21,20,138,758.1
dena21,21,138,740.2
dena21,22,138,675.0
dena21,23,138,620.0
dena21,24,138,585.3
dena21,1,139,568.8
dena21,2,139,565.1
dena21,3,139,568.6
dena21,4,139,570.3
dena21,5,139,589.5
dena21,6,139,640.0
dena21,7,139,696.2
dena21,8,139,742.5
dena21,9,139,765.1
dena21,10,139,780.4
dena21,11,139,764.1
dena21,12,139,727.5
dena21,13,139,698.4
dena21,14,139,683.8
dena21,15,139,670.2
dena21,16,139,681.7
dena21,17,139,701.6
dena21,18,139,693.1
dena21,19,139,669.4
dena21,20,139,680.7
dena21,21,139,678.1
dena21,22,139,623.6
dena21,23,139,566.1
dena21,24,139,529.1
dena21,1,140,511.2
dena21,2,140,503.9
dena21,3,140,504.7
dena21,4,140,495.5
dena21,5,140,498.2
dena21,6,140,533.0
dena21,7,140,583.5
dena21,8,140,621.7
dena21,9,140,654.4
dena21,10,140,691.4
dena21,11,140,674.3
dena21,12,140,639.2
dena21,13,140,614.1
dena21,14,140,602.4
dena21,15,140,601.7
dena21,16,140,628.4
dena21,17,140,660.0
dena21,18,140,671.6
dena21,19,140,669.8
dena21,20,140,695.8
dena21,21,140,698.2
dena21,22,140,643.9
dena21,23,140,598.4
dena21,24,140,572.7
dena21,1,141,559.1
dena21,2,141,561.8
dena21,3,141,576.1
dena21,4,141,630.7
dena21,5,141,770.5
dena21,6,141,886.9
dena21,7,141,941.1
dena21,8,141,954.7
dena21,9,141,972.2
dena21,10,141,994.0
dena21,11,141,984.7
dena21,12,141,974.1
dena21,13,141,956.2
dena21,14,141,944.1
dena21,15,141,917.6
dena21,16,141,912.2
dena21,17,141,907.9
dena21,18,141,893.0
dena21,19,141,860.7
dena21,20,141,851.4
dena21,21,141,815.5
dena21,22,141,730.0
dena21,23,141,676.0
dena21,24,141,639.6
dena21,1,142,619.2
dena21,2,142,619.1
dena21,3,142,632.8
dena21,4,142,674.5
dena21,5,142,798.1
dena21,6,142,906.9
dena21,7,142,950.4
dena21,8,142,961.0
dena21,9,142,981.0
dena21,10,142,1002.8
dena21,11,142,991.3
dena21,12,142,981.4
dena21,13,142,964.5
dena21,14,142,948.9
dena21,15,142,925.3
dena21,16,142,924.6
dena21,17,142,917.6
dena21,18,142,898.8
dena21,19,142,868.4
dena21,20,142,849.9
dena21,21,142,804.4
dena21,22,142,725.7
dena21,23,142,662.5
dena21,24,142,631.1
dena21,1,143,612.6
dena21,2,143,613.0
dena21,3,143,629.2
dena21,4,143,678.5
dena21,5,143,799.3
dena21,6,143,902.2
dena21,7,143,945.8
dena21,8,143,951.9
dena21,9,143,963.4
dena21,10,143,990.2
dena21,11,143,978.6
dena21,12,143,969.5
dena21,13,143,948.3
dena21,14,143,932.0
dena21,15,143,911.7
dena21,16,143,903.4
dena21,17,143,900.0
dena21,18,143,887.6
dena21,19,143,851.1
dena21,20,143,839.7
dena21,21,143,809.5
dena21,22,143,725.0
dena21,23,143,664.0
dena21,24,143,632.8
dena21,1,144,616.3
dena21,2,144,617.9
dena21,3,144,631.9
dena21,4,144,670.6
dena21,5,144,792.0
dena21,6,144,893.9
dena21,7,144,939.1
dena21,8,144,949.6
dena21,9,144,968.8
dena21,10,144,992.3
dena21,11,144,979.6
dena21,12,144,968.0
dena21,13,144,955.7
dena21,14,144,938.7
dena21,15,144,918.5
dena21,16,144,913.3
dena21,17,144,910.0
dena21,18,144,894.5
dena21,19,144,858.6
dena21,20,144,847.1
dena21,21,144,825.0
dena21,22,144,740.6
dena21,23,144,680.9
dena21,24,144,644.6
dena21,1,145,627.6
dena21,2,145,626.8
dena21,3,145,638.1
dena21,4,145,677.6
dena21,5,145,803.4
dena21,6,145,906.1
dena21,7,145,952.8
dena21,8,145,962.9
dena21,9,145,989.1
dena21,10,145,1004.1
dena21,11,145,989.4
dena21,12,145,967.2
dena21,13,145,944.4
dena21,14,145,922.1
dena21,15,145,908.2
dena21,16,145,904.7
dena21,17,145,896.4
dena21,18,145,875.9
dena21,19,145,834.8
dena21,20,145,814.4
dena21,21,145,791.4
dena21,22,145,720.9
dena21,23,145,663.6
dena21,24,145,626.6
dena21,1,146,603.1
dena21,2,146,590.5
dena21,3,146,588.6
dena21,4,146,584.7
dena21,5,146,618.3
dena21,6,146,681.0
dena21,7,146,743.2
dena21,8,146,781.3
dena21,9,146,809.2
dena21,10,146,821.4
dena21,11,146,794.8
dena21,12,146,756.2
dena21,13,146,725.8
dena21,14,146,713.5
dena21,15,146,707.3
dena21,16,146,720.9
dena21,17,146,732.3
dena21,18,146,717.5
dena21,19,146,695.1
dena21,20,146,683.6
dena21,21,146,663.3
dena21,22,146,612.1
dena21,23,146,565.7
dena21,24,146,529.2
dena21,1,147,513.7
dena21,2,147,501.2
dena21,3,147,496.5
dena21,4,147,482.3
dena21,5,147,489.9
dena21,6,147,521.5
dena21,7,147,569.2
dena21,8,147,606.0
dena21,9,147,639.1
dena21,10,147,677.9
dena21,11,147,665.9
dena21,12,147,630.3
dena21,13,147,610.4
dena21,14,147,591.0
dena21,15,147,587.5
dena21,16,147,601.1
dena21,17,147,618.7
dena21,18,147,619.5
dena21,19,147,608.2
dena21,20,147,616.1
dena21,21,147,614.9
dena21,22,147,571.1
dena21,23,147,523.9
dena21,24,147,493.8
dena21,1,148,481.3
dena21,2,148,478.5
dena21,3,148,480.3
dena21,4,148,474.2
dena21,5,148,483.0
dena21,6,148,518.1
dena21,7,148,567.0
dena21,8,148,612.9
dena21,9,148,652.2
dena21,10,148,702.3
dena21,11,148,692.8
dena21,12,148,659.2
dena21,13,148,639.1
dena21,14,148,627.3
dena21,15,148,626.2
dena21,16,148,646.9
dena21,17,148,671.2
dena21,18,148,676.2
dena21,19,148,664.5
dena21,20,148,668.8
dena21,21,148,672.0
dena21,22,148,618.3
dena21,23,148,565.3
dena21,24,148,538.4
dena21,1,149,525.9
dena21,2,149,531.8
dena21,3,149,554.3
dena21,4,149,607.9
dena21,5,149,738.6
dena21,6,149,854.4
dena21,7,149,924.1
dena21,8,149,954.5
dena21,9,149,984.8
dena21,10,149,1017.6
dena21,11,149,998.7
dena21,12,149,990.9
dena21,13,149,977.2
dena21,14,149,966.8
dena21,15,149,948.2
dena21,16,149,937.4
dena21,17,149,924.2
dena21,18,149,908.4
dena21,19,149,870.4
dena21,20,149,849.4
dena21,21,149,812.3
dena21,22,149,738.6
dena21,23,149,683.7
dena21,24,149,654.5
dena21,1,150,637.9
dena21,2,150,644.5
dena21,3,150,658.9
dena21,4,150,692.6
dena21,5,150,796.4
dena21,6,150,888.1
dena21,7,150,931.2
dena21,8,150,935.2
dena21,9,150,951.7
dena21,10,150,972.8
dena21,11,150,958.2
dena21,12,150,941.5
dena21,13,150,923.0
dena21,14,150,904.3
dena21,15,150,878.0
dena21,16,150,873.9
dena21,17,150,869.7
dena21,18,150,862.3
dena21,19,150,830.4
dena21,20,150,819.2
dena21,21,150,794.3
dena21,22,150,713.6
dena21,23,150,653.3
dena21,24,150,620.7
dena21,1,151,604.9
dena21,2,151,608.4
dena21,3,151,626.4
dena21,4,151,667.2
dena21,5,151,779.5
dena21,6,151,877.0
dena21,7,151,924.5
dena21,8,151,936.2
dena21,9,151,953.7
dena21,10,151,978.2
dena21,11,151,961.3
dena21,12,151,950.1
dena21,13,151,932.1
dena21,14,151,916.6
dena21,15,151,892.6
dena21,16,151,885.5
dena21,17,151,879.1
dena21,18,151,865.6
dena21,19,151,830.0
dena21,20,151,817.5
dena21,21,151,791.5
dena21,22,151,714.7
dena21,23,151,663.2
dena21,24,151,628.9
dena21,1,152,613.9
dena21,2,152,615.1
dena21,3,152,631.9
dena21,4,152,668.5
dena21,5,152,787.1
dena21,6,152,883.5
dena21,7,152,934.0
dena21,8,152,945.1
dena21,9,152,963.2
dena21,10,152,986.4
dena21,11,152,968.6
dena21,12,152,943.4
dena21,13,152,920.9
dena21,14,152,896.4
dena21,15,152,883.4
dena21,16,152,880.4
dena21,17,152,873.4
dena21,18,152,855.1
dena21,19,152,820.3
dena21,20,152,798.8
dena21,21,152,776.7
dena21,22,152,716.5
dena21,23,152,658.6
dena21,24,152,623.6
dena21,1,153,603.3
dena21,2,153,594.9
dena21,3,153,591.5
dena21,4,153,586.1
dena21,5,153,622.8
dena21,6,153,681.8
dena21,7,153,744.0
dena21,8,153,786.2
dena21,9,153,810.6
dena21,10,153,826.9
dena21,11,153,806.2
dena21,12,153,767.7
dena21,13,153,733.3
dena21,14,153,721.8
dena21,15,153,712.3
dena21,16,153,723.4
dena21,17,153,732.0
dena21,18,153,719.4
dena21,19,153,687.4
dena21,20,153,680.6
dena21,21,153,673.9
dena21,22,153,620.9
dena21,23,153,570.3
dena21,24,153,537.2
dena21,1,154,520.0
dena21,2,154,510.1
dena21,3,154,510.4
dena21,4,154,499.3
dena21,5,154,508.8
dena21,6,154,540.9
dena21,7,154,589.0
dena21,8,154,635.4
dena21,9,154,669.7
dena21,10,154,707.2
dena21,11,154,691.1
dena21,12,154,655.8
dena21,13,154,629.0
dena21,14,154,616.2
dena21,15,154,613.6
dena21,16,154,634.8
dena21,17,154,662.1
dena21,18,154,666.6
dena21,19,154,663.8
dena21,20,154,677.4
dena21,21,154,698.1
dena21,22,154,641.5
dena21,23,154,592.4
dena21,24,154,566.2
dena21,1,155,553.4
dena21,2,155,561.5
dena21,3,155,581.8
dena21,4,155,623.7
dena21,5,155,769.6
dena21,6,155,879.5
dena21,7,155,936.8
dena21,8,155,951.5
dena21,9,155,970.2
dena21,10,155,997.3
dena21,11,155,979.2
dena21,12,155,967.7
dena21,13,155,953.4
dena21,14,155,935.1
dena21,15,155,911.7
dena21,16,155,907.1
dena21,17,155,898.1
dena21,18,155,876.6
dena21,19,155,839.6
dena21,20,155,816.4
dena21,21,155,798.0
dena21,22,155,712.0
dena21,23,155,658.5
dena21,24,155,625.0
dena21,1,156,606.7
dena21,2,156,606.9
dena21,3,156,624.6
dena21,4,156,664.3
dena21,5,156,784.4
dena21,6,156,887.7
dena21,7,156,936.8
dena21,8,156,945.3
dena21,9,156,969.0
dena21,10,156,999.0
dena21,11,156,982.1
dena21,12,156,973.7
dena21,13,156,956.6
dena21,14,156,938.9
dena21,15,156,916.7
dena21,16,156,906.8
dena21,17,156,899.2
dena21,18,156,879.8
dena21,19,156,840.6
dena21,20,156,819.7
dena21,21,156,799.9
dena21,22,156,719.6
dena21,23,156,662.8
dena21,24,156,630.5
dena21,1,157,613.1
dena21,2,157,612.1
dena21,3,157,625.1
dena21,4,157,664.0
dena21,5,157,783.2
dena21,6,157,888.5
dena21,7,157,940.8
dena21,8,157,952.3
dena21,9,157,968.1
dena21,10,157,985.2
dena21,11,157,976.5
dena21,12,157,967.2
dena21,13,157,949.6
dena21,14,157,934.4
dena21,15,157,911.9
dena21,16,157,900.7
dena21,17,157,889.8
dena21,18,157,873.2
dena21,19,157,836.1
dena21,20,157,808.0
dena21,21,157,792.4
dena21,22,157,720.7
dena21,23,157,662.2
dena21,24,157,628.1
dena21,1,158,600.0
dena21,2,158,597.7
dena21,3,158,600.4
dena21,4,158,588.8
dena21,5,158,620.8
dena21,6,158,678.4
dena21,7,158,717.9
dena21,8,158,749.1
dena21,9,158,766.3
dena21,10,158,794.4
dena21,11,158,786.6
dena21,12,158,765.3
dena21,13,158,743.5
dena21,14,158,730.9
dena21,15,158,722.4
dena21,16,158,741.6
dena21,17,158,756.9
dena21,18,158,750.8
dena21,19,158,728.8
dena21,20,158,717.3
dena21,21,158,728.9
dena21,22,158,669.0
dena21,23,158,612.7
dena21,24,158,582.3
dena21,1,159,569.3
dena21,2,159,569.2
dena21,3,159,578.4
dena21,4,159,611.0
dena21,5,159,722.9
dena21,6,159,820.7
dena21,7,159,879.0
dena21,8,159,898.6
dena21,9,159,917.9
dena21,10,159,935.9
dena21,11,159,923.2
dena21,12,159,900.8
dena21,13,159,878.3
dena21,14,159,862.0
dena21,15,159,853.8
dena21,16,159,851.5
dena21,17,159,844.3
dena21,18,159,829.0
dena21,19,159,790.1
dena21,20,159,772.9
dena21,21,159,762.0
dena21,22,159,703.2
dena21,23,159,650.8
dena21,24,159,616.0
dena21,1,160,596.2
dena21,2,160,585.0
dena21,3,160,579.7
dena21,4,160,575.3
dena21,5,160,617.6
dena21,6,160,673.2
dena21,7,160,731.1
dena21,8,160,774.2
dena21,9,160,794.8
dena21,10,160,812.5
dena21,11,160,793.2
dena21,12,160,761.9
dena21,13,160,738.5
dena21,14,160,727.1
dena21,15,160,719.1
dena21,16,160,729.2
dena21,17,160,733.7
dena21,18,160,719.2
dena21,19,160,686.5
dena21,20,160,668.6
dena21,21,160,679.0
dena21,22,160,636.7
dena21,23,160,586.1
dena21,24,160,551.5
dena21,1,161,527.7
dena21,2,161,520.9
dena21,3,161,516.0
dena21,4,161,503.4
dena21,5,161,516.7
dena21,6,161,551.7
dena21,7,161,601.8
dena21,8,161,637.0
dena21,9,161,667.0
dena21,10,161,705.0
dena21,11,161,691.2
dena21,12,161,660.0
dena21,13,161,637.2
dena21,14,161,631.9
dena21,15,161,630.9
dena21,16,161,650.5
dena21,17,161,679.1
dena21,18,161,686.7
dena21,19,161,682.3
dena21,20,161,686.8
dena21,21,161,701.0
dena21,22,161,649.7
dena21,23,161,602.8
dena21,24,161,574.0
dena21,1,162,562.8
dena21,2,162,567.4
dena21,3,162,583.3
dena21,4,162,634.3
dena21,5,162,778.7
dena21,6,162,890.4
dena21,7,162,953.3
dena21,8,162,967.8
dena21,9,162,995.1
dena21,10,162,1017.1
dena21,11,162,1002.3
dena21,12,162,997.6
dena21,13,162,982.2
dena21,14,162,966.4
dena21,15,162,940.1
dena21,16,162,932.4
dena21,17,162,922.8
dena21,18,162,906.7
dena21,19,162,865.9
dena21,20,162,835.6
dena21,21,162,815.0
dena21,22,162,736.4
dena21,23,162,676.9
dena21,24,162,647.5
dena21,1,163,630.8
dena21,2,163,631.1
dena21,3,163,644.0
dena21,4,163,681.2
dena21,5,163,813.3
dena21,6,163,919.5
dena21,7,163,963.7
dena21,8,163,974.1
dena21,9,163,994.0
dena21,10,163,1008.9
dena21,11,163,1000.3
dena21,12,163,994.1
dena21,13,163,977.2
dena21,14,163,960.7
dena21,15,163,941.1
dena21,16,163,934.8
dena21,17,163,922.5
dena21,18,163,909.4
dena21,19,163,871.2
dena21,20,163,840.8
dena21,21,163,808.5
dena21,22,163,733.9
dena21,23,163,679.5
dena21,24,163,651.6
dena21,1,164,628.9
dena21,2,164,630.7
dena21,3,164,643.4
dena21,4,164,682.6
dena21,5,164,807.7
dena21,6,164,910.2
dena21,7,164,954.9
dena21,8,164,971.0
dena21,9,164,991.1
dena21,10,164,1005.9
dena21,11,164,987.7
dena21,12,164,976.8
dena21,13,164,964.2
dena21,14,164,942.1
dena21,15,164,927.9
dena21,16,164,925.6
dena21,17,164,914.8
dena21,18,164,904.6
dena21,19,164,859.2
dena21,20,164,833.4
dena21,21,164,810.5
dena21,22,164,735.6
dena21,23,164,673.7
dena21,24,164,642.7
dena21,1,165,623.5
dena21,2,165,621.9
dena21,3,165,634.5
dena21,4,165,672.3
dena21,5,165,798.7
dena21,6,165,892.8
dena21,7,165,940.2
dena21,8,165,949.5
dena21,9,165,972.9
dena21,10,165,998.8
dena21,11,165,991.7
dena21,12,165,982.0
dena21,13,165,970.6
dena21,14,165,957.5
dena21,15,165,942.7
dena21,16,165,936.3
dena21,17,165,928.4
dena21,18,165,914.9
dena21,19,165,877.1
dena21,20,165,845.4
dena21,21,165,813.5
dena21,22,165,740.3
dena21,23,165,687.2
dena21,24,165,654.4
dena21,1,166,637.1
dena21,2,166,639.3
dena21,3,166,651.0
dena21,4,166,685.4
dena21,5,166,806.0
dena21,6,166,908.3
dena21,7,166,961.7
dena21,8,166,979.1
dena21,9,166,1000.0
dena21,10,166,1015.4
dena21,11,166,1005.2
dena21,12,166,980.1
dena21,13,166,955.2
dena21,14,166,938.6
dena21,15,166,926.8
dena21,16,166,926.6
dena21,17,166,920.2
dena21,18,166,898.3
dena21,19,166,849.1
dena21,20,166,815.2
dena21,21,166,791.4
dena21,22,166,727.9
dena21,23,166,679.9
dena21,24,166,647.7
dena21,1,167,626.2
dena21,2,167,620.6
dena21,3,167,614.8
dena21,4,167,610.5
dena21,5,167,640.9
dena21,6,167,700.6
dena21,7,167,759.1
dena21,8,167,798.3
dena21,9,167,825.3
dena21,10,167,839.0
dena21,11,167,811.2
dena21,12,167,770.0
dena21,13,167,739.0
dena21,14,167,729.1
dena21,15,167,721.5
dena21,16,167,731.7
dena21,17,167,731.0
dena21,18,167,721.8
dena21,19,167,686.3
dena21,20,167,668.1
dena21,21,167,676.7
dena21,22,167,633.8
dena21,23,167,586.7
dena21,24,167,551.4
dena21,1,168,532.3
dena21,2,168,524.8
dena21,3,168,517.7
dena21,4,168,509.6
dena21,5,168,519.5
dena21,6,168,557.3
dena21,7,168,606.4
dena21,8,168,645.4
dena21,9,168,673.9
dena21,10,168,713.5
dena21,11,168,697.7
dena21,12,168,662.9
dena21,13,168,641.3
dena21,14,168,626.9
dena21,15,168,624.9
dena21,16,168,644.9
dena21,17,168,671.0
dena21,18,168,679.9
dena21,19,168,673.3
dena21,20,168,680.0
dena21,21,168,700.0
dena21,22,168,646.4
dena21,23,168,599.7
dena21,24,168,578.1
dena21,1,169,564.3
dena21,2,169,568.6
dena21,3,169,588.4
dena21,4,169,638.2
dena21,5,169,782.8
dena21,6,169,895.0
dena21,7,169,948.6
dena21,8,169,959.2
dena21,9,169,981.9
dena21,10,169,1010.5
dena21,11,169,993.9
dena21,12,169,986.5
dena21,13,169,970.5
dena21,14,169,961.1
dena21,15,169,943.3
dena21,16,169,934.7
dena21,17,169,927.2
dena21,18,169,910.2
dena21,19,169,871.1
dena21,20,169,837.9
dena21,21,169,814.8
dena21,22,169,732.6
dena21,23,169,677.9
dena21,24,169,647.9
dena21,1,170,633.7
dena21,2,170,631.0
dena21,3,170,640.6
dena21,4,170,676.7
dena21,5,170,801.3
dena21,6,170,905.5
dena21,7,170,952.0
dena21,8,170,960.4
dena21,9,170,982.1
dena21,10,170,1003.7
dena21,11,170,989.4
dena21,12,170,982.3
dena21,13,170,970.8
dena21,14,170,958.1
dena21,15,170,934.3
dena21,16,170,928.9
dena21,17,170,918.9
dena21,18,170,901.1
dena21,19,170,862.9
dena21,20,170,832.7
dena21,21,170,821.3
dena21,22,170,747.3
dena21,23,170,682.2
dena21,24,170,654.5
dena21,1,171,636.8
dena21,2,171,637.5
dena21,3,171,651.0
dena21,4,171,689.3
dena21,5,171,815.4
dena21,6,171,918.7
dena21,7,171,972.5
dena21,8,171,982.3
dena21,9,171,1003.4
dena21,10,171,1026.8
dena21,11,171,1016.8
dena21,12,171,1006.3
dena21,13,171,992.5
dena21,14,171,977.9
dena21,15,171,956.8
dena21,16,171,944.6
dena21,17,171,935.4
dena21,18,171,916.9
dena21,19,171,871.8
dena21,20,171,848.3
dena21,21,171,823.0
dena21,22,171,745.3
dena21,23,171,681.8
dena21,24,171,648.9
dena21,1,172,632.5
dena21,2,172,629.6
dena21,3,172,643.5
dena21,4,172,677.8
dena21,5,172,797.2
dena21,6,172,901.3
dena21,7,172,959.2
dena21,8,172,974.4
dena21,9,172,1004.6
dena21,10,172,1035.0
dena21,11,172,1029.3
dena21,12,172,1013.5
dena21,13,172,989.2
dena21,14,172,970.9
dena21,15,172,948.0
dena21,16,172,941.2
dena21,17,172,921.7
dena21,18,172,900.9
dena21,19,172,862.1
dena21,20,172,829.2
dena21,21,172,804.5
dena21,22,172,732.0
dena21,23,172,677.2
dena21,24,172,650.0
dena21,1,173,636.4
dena21,2,173,637.9
dena21,3,173,648.7
dena21,4,173,680.6
dena21,5,173,797.7
dena21,6,173,892.8
dena21,7,173,945.5
dena21,8,173,964.8
dena21,9,173,993.5
dena21,10,173,1010.9
dena21,11,173,995.0
dena21,12,173,967.9
dena21,13,173,937.2
dena21,14,173,913.3
dena21,15,173,894.7
dena21,16,173,893.2
dena21,17,173,884.2
dena21,18,173,861.1
dena21,19,173,818.0
dena21,20,173,785.2
dena21,21,173,770.5
dena21,22,173,713.1
dena21,23,173,660.8
dena21,24,173,629.6
dena21,1,174,601.5
dena21,2,174,593.7
dena21,3,174,590.9
dena21,4,174,586.6
dena21,5,174,622.3
dena21,6,174,677.5
dena21,7,174,741.5
dena21,8,174,785.6
dena21,9,174,813.0
dena21,10,174,828.1
dena21,11,174,805.9
dena21,12,174,770.2
dena21,13,174,739.7
dena21,14,174,723.7
dena21,15,174,712.9
dena21,16,174,716.1
dena21,17,174,721.2
dena21,18,174,711.6
dena21,19,174,675.5
dena21,20,174,657.4
dena21,21,174,667.4
dena21,22,174,630.4
dena21,23,174,582.0
dena21,24,174,547.0
dena21,1,175,531.0
dena21,2,175,522.9
dena21,3,175,515.5
dena21,4,175,504.7
dena21,5,175,516.5
dena21,6,175,549.5
dena21,7,175,595.0
dena21,8,175,636.0
dena21,9,175,672.9
dena21,10,175,707.9
dena21,11,175,699.8
dena21,12,175,664.7
dena21,13,175,638.4
dena21,14,175,627.2
dena21,15,175,623.4
dena21,16,175,642.0
dena21,17,175,666.3
dena21,18,175,673.3
dena21,19,175,665.5
dena21,20,175,669.1
dena21,21,175,701.0
dena21,22,175,647.2
dena21,23,175,598.0
dena21,24,175,573.0
dena21,1,176,564.1
dena21,2,176,571.5
dena21,3,176,588.2
dena21,4,176,638.0
dena21,5,176,770.0
dena21,6,176,882.5
dena21,7,176,944.0
dena21,8,176,964.0
dena21,9,176,989.9
dena21,10,176,1017.5
dena21,11,176,1010.6
dena21,12,176,997.7
dena21,13,176,978.4
dena21,14,176,964.4
dena21,15,176,945.3
dena21,16,176,934.7
dena21,17,176,922.0
dena21,18,176,900.2
dena21,19,176,860.6
dena21,20,176,828.9
dena21,21,176,795.9
dena21,22,176,725.5
dena21,23,176,667.8
dena21,24,176,636.0
dena21,1,177,620.2
dena21,2,177,622.1
dena21,3,177,634.6
dena21,4,177,671.9
dena21,5,177,789.9
dena21,6,177,886.8
dena21,7,177,941.2
dena21,8,177,962.8
dena21,9,177,997.2
dena21,10,177,1027.3
dena21,11,177,1006.6
dena21,12,177,990.4
dena21,13,177,980.5
dena21,14,177,973.0
dena21,15,177,957.1
dena21,16,177,954.8
dena21,17,177,948.3
dena21,18,177,931.6
dena21,19,177,892.7
dena21,20,177,872.0
dena21,21,177,844.4
dena21,22,177,772.9
dena21,23,177,722.3
dena21,24,177,692.6
dena21,1,178,676.0
dena21,2,178,681.5
dena21,3,178,695.8
dena21,4,178,731.8
dena21,5,178,838.2
dena21,6,178,938.1
dena21,7,178,992.8
dena21,8,178,1005.1
dena21,9,178,1030.5
dena21,10,178,1055.1
dena21,11,178,1041.4
dena21,12,178,1025.4
dena21,13,178,1004.3
dena21,14,178,983.4
dena21,15,178,962.7
dena21,16,178,950.6
dena21,17,178,937.8
dena21,18,178,916.2
dena21,19,178,869.2
dena21,20,178,840.1
dena21,21,178,817.5
dena21,22,178,739.8
dena21,23,178,688.6
dena21,24,178,648.2
dena21,1,179,635.1
dena21,2,179,634.2
dena21,3,179,645.9
dena21,4,179,684.7
dena21,5,179,797.4
dena21,6,179,901.1
dena21,7,179,951.2
dena21,8,179,967.6
dena21,9,179,983.1
dena21,10,179,1009.9
dena21,11,179,986.6
dena21,12,179,972.7
dena21,13,179,950.9
dena21,14,179,931.4
dena21,15,179,911.2
dena21,16,179,905.4
dena21,17,179,895.7
dena21,18,179,880.2
dena21,19,179,839.2
dena21,20,179,809.2
dena21,21,179,794.5
dena21,22,179,731.1
dena21,23,179,676.3
dena21,24,179,644.7
dena21,1,180,627.0
dena21,2,180,629.1
dena21,3,180,646.9
dena21,4,180,679.5
dena21,5,180,788.0
dena21,6,180,886.6
dena21,7,180,934.9
dena21,8,180,950.9
dena21,9,180,967.3
dena21,10,180,991.0
dena21,11,180,972.7
dena21,12,180,954.6
dena21,13,180,927.1
dena21,14,180,909.3
dena21,15,180,895.4
dena21,16,180,893.7
dena21,17,180,893.0
dena21,18,180,865.3
dena21,19,180,826.3
dena21,20,180,798.7
dena21,21,180,783.4
dena21,22,180,716.0
dena21,23,180,664.0
dena21,24,180,630.0
dena21,1,181,611.5
dena21,2,181,601.2
dena21,3,181,600.1
dena21,4,181,601.3
dena21,5,181,629.8
dena21,6,181,689.9
dena21,7,181,748.2
dena21,8,181,787.0
dena21,9,181,813.6
dena21,10,181,834.1
dena21,11,181,815.6
dena21,12,181,783.8
dena21,13,181,754.4
dena21,14,181,741.0
dena21,15,181,731.9
dena21,16,181,738.8
dena21,17,181,735.9
