t,k,node,marginal
11,99,dena21,86.564
11,100,dena21,86.564
11,101,dena21,86.564
11,102,dena21,86.564
11,103,dena21,86.564
11,104,dena21,86.564
11,105,dena21,-0.0
11,106,dena21,86.564
11,107,dena21,86.564
11,108,dena21,86.564
11,109,dena21,86.564
11,110,dena21,86.564
11,111,dena21,86.564
11,112,dena21,86.564
11,113,dena21,86.564
11,114,dena21,86.564
11,115,dena21,86.564
11,116,dena21,86.564
11,117,dena21,86.564
11,118,dena21,86.564
11,119,dena21,-0.0
11,120,dena21,86.564
11,121,dena21,-0.0
11,122,dena21,86.564
11,123,dena21,86.564
11,124,dena21,86.564
11,125,dena21,86.564
11,126,dena21,-0.0
11,127,dena21,86.564
11,128,dena21,86.564
11,129,dena21,86.564
11,130,dena21,86.564
11,131,dena21,86.564
11,132,dena21,86.564
11,133,dena21,86.564
11,134,dena21,86.564
11,135,dena21,86.564
11,136,dena21,86.564
11,137,dena21,86.564
11,138,dena21,86.564
11,139,dena21,86.564
11,140,dena21,86.564
11,141,dena21,86.564
11,142,dena21,86.564
11,143,dena21,86.564
11,144,dena21,86.564
11,145,dena21,86.564
11,146,dena21,86.564
11,147,dena21,86.564
11,148,dena21,86.564
11,149,dena21,86.564
11,150,dena21,86.564
11,151,dena21,86.564
11,152,dena21,86.564
11,153,dena21,86.564
11,154,dena21,86.564
11,155,dena21,86.564
11,156,dena21,86.564
11,157,dena21,86.564
11,158,dena21,86.564
11,159,dena21,86.564
11,160,dena21,86.564
11,161,dena21,-0.0
11,162,dena21,86.564
11,163,dena21,86.564
11,164,dena21,86.564
11,165,dena21,86.564
11,166,dena21,86.564
11,167,dena21,86.564
11,168,dena21,86.564
11,169,dena21,86.564
11,170,dena21,86.564
11,171,dena21,86.564
11,172,dena21,86.564
11,173,dena21,86.564
11,174,dena21,86.564
11,175,dena21,86.564
11,176,dena21,86.564
11,177,dena21,86.564
11,178,dena21,86.564
11,179,dena21,86.564
11,180,dena21,86.564
11,181,dena21,86.564
11,182,dena21,86.564
11,183,dena21,86.564
11,184,dena21,86.564
11,185,dena21,86.564
11,186,dena21,86.564
11,187,dena21,86.564
11,188,dena21,86.564
11,189,dena21,-0.0
11,190,dena21,86.564
11,191,dena21,86.564
11,192,dena21,86.564
11,193,dena21,86.564
11,194,dena21,86.564
11,195,dena21,86.564
11,196,dena21,-0.0
11,197,dena21,86.564
11,198,dena21,86.564
11,199,dena21,86.564
11,200,dena21,86.564
11,201,dena21,86.564
11,202,dena21,86.564
11,203,dena21,86.564
11,204,dena21,86.564
11,205,dena21,86.564
11,206,dena21,86.564
11,207,dena21,86.564
11,208,dena21,86.564
11,209,dena21,86.564
11,210,dena21,86.564
11,211,dena21,86.564
11,212,dena21,86.564
11,213,dena21,86.564
11,214,dena21,86.564
11,215,dena21,86.564
11,216,dena21,86.564
11,217,dena21,86.564
11,218,dena21,86.564
11,219,dena21,86.564
11,220,dena21,86.564
11,221,dena21,86.564
11,222,dena21,86.564
11,223,dena21,86.564
11,224,dena21,86.564
11,225,dena21,86.564
11,226,dena21,86.564
11,227,dena21,86.564
11,228,dena21,86.564
11,229,dena21,86.564
11,230,dena21,86.564
11,231,dena21,86.564
11,232,dena21,86.564
11,233,dena21,86.564
11,234,dena21,86.564
11,235,dena21,86.564
11,236,dena21,86.564
11,237,dena21,86.564
11,238,dena21,86.564
11,239,dena21,86.564
11,240,dena21,86.564
11,241,dena21,86.564
11,242,dena21,86.564
11,243,dena21,86.564
11,244,dena21,86.564
11,245,dena21,86.564
11,246,dena21,86.564
11,247,dena21,86.564
11,248,dena21,86.564
11,249,dena21,86.564
11,250,dena21,86.564
11,251,dena21,86.564
11,252,dena21,86.564
11,253,dena21,86.564
11,254,dena21,86.564
11,255,dena21,86.564
11,256,dena21,86.564
11,257,dena21,86.564
11,258,dena21,86.564
11,259,dena21,86.564
11,260,dena21,86.564
11,261,dena21,86.564
11,262,dena21,86.564
11,263,dena21,86.564
11,264,dena21,86.564
11,265,dena21,86.564
11,266,dena21,86.564
11,267,dena21,86.564
11,268,dena21,86.564
11,269,dena21,86.564
11,270,dena21,86.564
11,271,dena21,86.564
11,272,dena21,86.564
11,273,dena21,86.564
11,274,dena21,86.564
11,275,dena21,86.564
11,276,dena21,86.564
11,277,dena21,86.564
11,278,dena21,86.564
11,279,dena21,86.564
11,280,dena21,86.564
11,281,dena21,86.564
11,282,dena21,86.564
11,283,dena21,86.564
11,284,dena21,86.564
11,285,dena21,86.564
11,286,dena21,86.564
11,287,dena21,86.564
11,288,dena21,86.564
11,289,dena21,86.564
11,290,dena21,86.564
11,291,dena21,86.564
11,292,dena21,86.564
11,293,dena21,86.564
11,294,dena21,86.564
11,295,dena21,86.564
11,296,dena21,86.564
11,297,dena21,86.564
11,298,dena21,86.564
11,299,dena21,86.564
11,300,dena21,86.564
11,301,dena21,86.564
11,302,dena21,86.564
11,303,dena21,86.564
11,304,dena21,86.564
11,305,dena21,86.564
11,306,dena21,86.564
11,307,dena21,86.564
11,308,dena21,86.564
11,309,dena21,86.564
11,310,dena21,86.564
11,311,dena21,153.586
11,312,dena21,86.564
11,313,dena21,153.586
11,314,dena21,86.564
11,315,dena21,86.564
11,316,dena21,86.564
11,317,dena21,86.564
11,318,dena21,86.564
11,319,dena21,86.564
11,320,dena21,86.564
11,321,dena21,86.564
11,322,dena21,86.564
11,323,dena21,86.564
11,324,dena21,86.564
11,325,dena21,86.564
11,326,dena21,86.564
11,327,dena21,86.564
11,328,dena21,86.564
11,329,dena21,86.564
11,330,dena21,86.564
11,331,dena21,86.564
11,332,dena21,86.564
11,333,dena21,153.586
11,334,dena21,153.586
11,335,dena21,86.564
11,336,dena21,86.564
11,337,dena21,153.586
11,338,dena21,86.564
11,339,dena21,153.586
11,340,dena21,86.564
11,341,dena21,153.586
11,342,dena21,86.564
11,343,dena21,86.564
11,344,dena21,153.586
11,345,dena21,153.586
11,346,dena21,86.564
11,347,dena21,86.564
11,348,dena21,86.564
11,349,dena21,86.564
11,350,dena21,86.564
11,351,dena21,86.564
11,352,dena21,86.564
11,353,dena21,86.564
11,354,dena21,86.564
11,355,dena21,86.564
11,356,dena21,86.564
11,357,dena21,86.564
11,358,dena21,86.564
11,359,dena21,86.564
11,360,dena21,86.564
11,361,dena21,86.564
11,362,dena21,86.564
11,363,dena21,86.564
11,364,dena21,86.564
11,365,dena21,86.564
12,1,dena21,86.564
12,2,dena21,86.564
12,3,dena21,86.564
12,4,dena21,86.564
12,5,dena21,86.564
12,6,dena21,86.564
12,7,dena21,86.564
12,8,dena21,153.586
12,9,dena21,86.564
12,10,dena21,86.564
12,11,dena21,153.586
12,12,dena21,86.564
12,13,dena21,86.564
12,14,dena21,86.564
12,15,dena21,86.564
12,16,dena21,86.564
12,17,dena21,86.564
12,18,dena21,153.586
12,19,dena21,86.564
12,20,dena21,86.564
12,21,dena21,86.564
12,22,dena21,86.564
12,23,dena21,86.564
12,24,dena21,86.564
12,25,dena21,86.564
12,26,dena21,153.586
12,27,dena21,86.564
12,28,dena21,86.564
12,29,dena21,86.564
12,30,dena21,86.564
12,31,dena21,153.586
12,32,dena21,86.564
12,33,dena21,86.564
12,34,dena21,86.564
12,35,dena21,86.564
12,36,dena21,86.564
12,37,dena21,86.564
12,38,dena21,86.564
12,39,dena21,86.564
12,40,dena21,86.564
12,41,dena21,86.564
12,42,dena21,86.564
12,43,dena21,86.564
12,44,dena21,86.564
12,45,dena21,86.564
12,46,dena21,86.564
12,47,dena21,86.564
12,48,dena21,86.564
12,49,dena21,86.564
12,50,dena21,86.564
12,51,dena21,86.564
12,52,dena21,86.564
12,53,dena21,86.564
12,54,dena21,86.564
12,55,dena21,86.564
12,56,dena21,86.564
12,57,dena21,86.564
12,58,dena21,86.564
12,59,dena21,86.564
12,60,dena21,86.564
12,61,dena21,86.564
12,62,dena21,86.564
12,63,dena21,86.564
12,64,dena21,86.564
12,65,dena21,86.564
12,66,dena21,86.564
12,67,dena21,86.564
12,68,dena21,86.564
12,69,dena21,86.564
12,70,dena21,86.564
12,71,dena21,86.564
12,72,dena21,86.564
12,73,dena21,86.564
12,74,dena21,86.564
12,75,dena21,86.564
12,76,dena21,86.564
12,77,dena21,86.564
12,78,dena21,86.564
12,79,dena21,86.564
12,80,dena21,86.564
12,81,dena21,86.564
12,82,dena21,86.564
12,83,dena21,86.564
12,84,dena21,86.564
12,85,dena21,86.564
12,86,dena21,86.564
12,87,dena21,86.564
12,88,dena21,86.564
12,89,dena21,86.564
12,90,dena21,86.564
12,91,dena21,86.564
12,92,dena21,86.564
12,93,dena21,86.564
12,94,dena21,86.564
12,95,dena21,86.564
12,96,dena21,86.564
12,97,dena21,86.564
12,98,dena21,86.564
12,99,dena21,86.564
12,100,dena21,86.564
12,101,dena21,86.564
12,102,dena21,86.564
12,103,dena21,86.564
12,104,dena21,86.564
12,105,dena21,-0.0
12,106,dena21,86.564
12,107,dena21,86.564
12,108,dena21,86.564
12,109,dena21,86.564
12,110,dena21,86.564
12,111,dena21,86.564
12,112,dena21,86.564
12,113,dena21,86.564
12,114,dena21,86.564
12,115,dena21,86.564
12,116,dena21,86.564
12,117,dena21,86.564
12,118,dena21,86.564
12,119,dena21,-0.0
12,120,dena21,86.564
12,121,dena21,-0.0
12,122,dena21,86.564
12,123,dena21,86.564
12,124,dena21,86.564
12,125,dena21,86.564
12,126,dena21,-0.0
12,127,dena21,86.564
12,128,dena21,86.564
12,129,dena21,86.564
12,130,dena21,86.564
12,131,dena21,86.564
12,132,dena21,86.564
12,133,dena21,86.564
12,134,dena21,86.564
12,135,dena21,86.564
12,136,dena21,86.564
12,137,dena21,86.564
12,138,dena21,86.564
12,139,dena21,86.564
12,140,dena21,86.564
12,141,dena21,86.564
12,142,dena21,86.564
12,143,dena21,86.564
12,144,dena21,86.564
12,145,dena21,86.564
12,146,dena21,86.564
12,147,dena21,86.564
12,148,dena21,86.564
12,149,dena21,86.564
12,150,dena21,86.564
12,151,dena21,86.564
12,152,dena21,86.564
12,153,dena21,86.564
12,154,dena21,86.564
12,155,dena21,86.564
12,156,dena21,86.564
12,157,dena21,86.564
12,158,dena21,86.564
12,159,dena21,86.564
12,160,dena21,86.564
12,161,dena21,-0.0
12,162,dena21,86.564
12,163,dena21,86.564
12,164,dena21,86.564
12,165,dena21,86.564
12,166,dena21,86.564
12,167,dena21,86.564
12,168,dena21,86.564
12,169,dena21,86.564
12,170,dena21,86.564
12,171,dena21,86.564
12,172,dena21,86.564
12,173,dena21,86.564
12,174,dena21,86.564
12,175,dena21,86.564
12,176,dena21,86.564
12,177,dena21,86.564
12,178,dena21,86.564
12,179,dena21,86.564
12,180,dena21,86.564
12,181,dena21,86.564
12,182,dena21,86.564
12,183,dena21,86.564
12,184,dena21,86.564
12,185,dena21,86.564
12,186,dena21,86.564
12,187,dena21,86.564
12,188,dena21,86.564
12,189,dena21,-0.0
12,190,dena21,86.564
12,191,dena21,86.564
12,192,dena21,86.564
12,193,dena21,86.564
12,194,dena21,86.564
12,195,dena21,86.564
12,196,dena21,-0.0
12,197,dena21,86.564
12,198,dena21,86.564
12,199,dena21,86.564
12,200,dena21,86.564
12,201,dena21,86.564
12,202,dena21,86.564
12,203,dena21,86.564
12,204,dena21,86.564
12,205,dena21,86.564
12,206,dena21,86.564
12,207,dena21,86.564
12,208,dena21,86.564
12,209,dena21,86.564
12,210,dena21,86.564
12,211,dena21,86.564
12,212,dena21,86.564
12,213,dena21,86.564
12,214,dena21,86.564
12,215,dena21,86.564
12,216,dena21,86.564
12,217,dena21,-0.0
12,218,dena21,86.564
12,219,dena21,86.564
12,220,dena21,86.564
12,221,dena21,86.564
12,222,dena21,86.564
12,223,dena21,86.564
12,224,dena21,86.564
12,225,dena21,86.564
12,226,dena21,86.564
12,227,dena21,86.564
12,228,dena21,86.564
12,229,dena21,86.564
12,230,dena21,86.564
12,231,dena21,86.564
12,232,dena21,86.564
12,233,dena21,86.564
12,234,dena21,86.564
12,235,dena21,86.564
12,236,dena21,86.564
12,237,dena21,86.564
12,238,dena21,86.564
12,239,dena21,86.564
12,240,dena21,86.564
12,241,dena21,86.564
12,242,dena21,86.564
12,243,dena21,86.564
12,244,dena21,86.564
12,245,dena21,86.564
12,246,dena21,86.564
12,247,dena21,86.564
12,248,dena21,86.564
12,249,dena21,86.564
12,250,dena21,86.564
12,251,dena21,86.564
12,252,dena21,86.564
12,253,dena21,86.564
12,254,dena21,86.564
12,255,dena21,86.564
12,256,dena21,86.564
12,257,dena21,86.564
12,258,dena21,86.564
12,259,dena21,86.564
12,260,dena21,86.564
12,261,dena21,86.564
12,262,dena21,86.564
12,263,dena21,86.564
12,264,dena21,86.564
12,265,dena21,86.564
12,266,dena21,86.564
12,267,dena21,86.564
12,268,dena21,86.564
12,269,dena21,86.564
12,270,dena21,86.564
12,271,dena21,86.564
12,272,dena21,86.564
12,273,dena21,86.564
12,274,dena21,86.564
12,275,dena21,86.564
12,276,dena21,86.564
12,277,dena21,86.564
12,278,dena21,86.564
12,279,dena21,86.564
12,280,dena21,86.564
12,281,dena21,86.564
12,282,dena21,86.564
12,283,dena21,86.564
12,284,dena21,86.564
12,285,dena21,86.564
12,286,dena21,86.564
12,287,dena21,86.564
12,288,dena21,86.564
12,289,dena21,86.564
12,290,dena21,86.564
12,291,dena21,86.564
12,292,dena21,86.564
12,293,dena21,86.564
12,294,dena21,86.564
12,295,dena21,86.564
12,296,dena21,86.564
12,297,dena21,86.564
12,298,dena21,86.564
12,299,dena21,86.564
12,300,dena21,86.564
12,301,dena21,86.564
12,302,dena21,86.564
12,303,dena21,86.564
12,304,dena21,86.564
12,305,dena21,86.564
12,306,dena21,86.564
12,307,dena21,86.564
12,308,dena21,86.564
12,309,dena21,86.564
12,310,dena21,86.564
12,311,dena21,153.586
12,312,dena21,86.564
12,313,dena21,86.564
12,314,dena21,86.564
12,315,dena21,86.564
12,316,dena21,86.564
12,317,dena21,86.564
12,318,dena21,86.564
12,319,dena21,86.564
12,320,dena21,86.564
12,321,dena21,86.564
12,322,dena21,86.564
12,323,dena21,86.564
12,324,dena21,86.564
12,325,dena21,86.564
12,326,dena21,86.564
12,327,dena21,86.564
12,328,dena21,86.564
12,329,dena21,86.564
12,330,dena21,86.564
12,331,dena21,86.564
12,332,dena21,86.564
12,333,dena21,153.586
12,334,dena21,86.564
12,335,dena21,86.564
12,336,dena21,86.564
12,337,dena21,153.586
12,338,dena21,86.564
12,339,dena21,153.586
12,340,dena21,86.564
12,341,dena21,153.586
12,342,dena21,86.564
12,343,dena21,86.564
12,344,dena21,86.564
12,345,dena21,86.564
12,346,dena21,86.564
12,347,dena21,86.564
12,348,dena21,86.564
12,349,dena21,86.564
12,350,dena21,86.564
12,351,dena21,86.564
12,352,dena21,86.564
12,353,dena21,86.564
12,354,dena21,86.564
12,355,dena21,86.564
12,356,dena21,86.564
12,357,dena21,86.564
12,358,dena21,86.564
12,359,dena21,86.564
12,360,dena21,86.564
12,361,dena21,86.564
12,362,dena21,86.564
12,363,dena21,86.564
12,364,dena21,86.564
12,365,dena21,86.564
13,1,dena21,86.564
13,2,dena21,86.564
13,3,dena21,86.564
13,4,dena21,86.564
13,5,dena21,86.564
13,6,dena21,86.564
13,7,dena21,86.564
13,8,dena21,86.564
13,9,dena21,86.564
13,10,dena21,86.564
13,11,dena21,153.586
13,12,dena21,86.564
13,13,dena21,86.564
13,14,dena21,86.564
13,15,dena21,86.564
13,16,dena21,86.564
13,17,dena21,86.564
13,18,dena21,153.586
13,19,dena21,86.564
13,20,dena21,86.564
13,21,dena21,86.564
13,22,dena21,86.564
13,23,dena21,86.564
13,24,dena21,86.564
13,25,dena21,86.564
13,26,dena21,153.586
13,27,dena21,86.564
13,28,dena21,86.564
13,29,dena21,86.564
13,30,dena21,86.564
13,31,dena21,153.586
13,32,dena21,86.564
13,33,dena21,86.564
13,34,dena21,86.564
13,35,dena21,86.564
13,36,dena21,86.564
13,37,dena21,86.564
13,38,dena21,86.564
13,39,dena21,86.564
13,40,dena21,86.564
13,41,dena21,86.564
13,42,dena21,86.564
13,43,dena21,86.564
13,44,dena21,86.564
13,45,dena21,86.564
13,46,dena21,86.564
13,47,dena21,86.564
13,48,dena21,86.564
13,49,dena21,86.564
13,50,dena21,86.564
13,51,dena21,86.564
13,52,dena21,86.564
13,53,dena21,86.564
13,54,dena21,86.564
13,55,dena21,86.564
13,56,dena21,86.564
13,57,dena21,86.564
13,58,dena21,86.564
13,59,dena21,86.564
13,60,dena21,86.564
13,61,dena21,86.564
13,62,dena21,86.564
13,63,dena21,86.564
13,64,dena21,86.564
13,65,dena21,86.564
13,66,dena21,86.564
13,67,dena21,86.564
13,68,dena21,86.564
13,69,dena21,86.564
13,70,dena21,86.564
13,71,dena21,86.564
13,72,dena21,86.564
13,73,dena21,86.564
13,74,dena21,86.564
13,75,dena21,86.564
13,76,dena21,86.564
13,77,dena21,86.564
13,78,dena21,86.564
13,79,dena21,86.564
13,80,dena21,86.564
13,81,dena21,86.564
13,82,dena21,86.564
13,83,dena21,86.564
13,84,dena21,86.564
13,85,dena21,86.564
13,86,dena21,86.564
13,87,dena21,86.564
13,88,dena21,86.564
13,89,dena21,86.564
13,90,dena21,86.564
13,91,dena21,86.564
13,92,dena21,86.564
13,93,dena21,86.564
13,94,dena21,86.564
13,95,dena21,86.564
13,96,dena21,86.564
13,97,dena21,86.564
13,98,dena21,86.564
13,99,dena21,86.564
13,100,dena21,86.564
13,101,dena21,86.564
13,102,dena21,86.564
13,103,dena21,86.564
13,104,dena21,86.564
13,105,dena21,-0.0
13,106,dena21,86.564
13,107,dena21,86.564
13,108,dena21,86.564
13,109,dena21,86.564
13,110,dena21,86.564
13,111,dena21,86.564
13,112,dena21,86.564
13,113,dena21,86.564
13,114,dena21,86.564
13,115,dena21,86.564
13,116,dena21,86.564
13,117,dena21,86.564
13,118,dena21,86.564
13,119,dena21,-0.0
13,120,dena21,86.564
13,121,dena21,-0.0
13,122,dena21,86.564
13,123,dena21,86.564
13,124,dena21,86.564
13,125,dena21,86.564
13,126,dena21,-0.0
13,127,dena21,86.564
13,128,dena21,86.564
13,129,dena21,86.564
13,130,dena21,86.564
13,131,dena21,86.564
13,132,dena21,86.564
13,133,dena21,86.564
13,134,dena21,86.564
13,135,dena21,86.564
13,136,dena21,86.564
13,137,dena21,86.564
13,138,dena21,86.564
13,139,dena21,86.564
13,140,dena21,86.564
13,141,dena21,86.564
13,142,dena21,86.564
13,143,dena21,86.564
13,144,dena21,86.564
13,145,dena21,86.564
13,146,dena21,86.564
13,147,dena21,86.564
13,148,dena21,86.564
13,149,dena21,86.564
13,150,dena21,86.564
13,151,dena21,86.564
13,152,dena21,86.564
13,153,dena21,86.564
13,154,dena21,86.564
13,155,dena21,86.564
13,156,dena21,86.564
13,157,dena21,86.564
13,158,dena21,86.564
13,159,dena21,86.564
13,160,dena21,86.564
13,161,dena21,-0.0
13,162,dena21,86.564
13,163,dena21,86.564
13,164,dena21,86.564
13,165,dena21,86.564
13,166,dena21,86.564
13,167,dena21,86.564
13,168,dena21,86.564
13,169,dena21,86.564
13,170,dena21,86.564
13,171,dena21,86.564
13,172,dena21,86.564
13,173,dena21,86.564
13,174,dena21,86.564
13,175,dena21,86.564
13,176,dena21,86.564
13,177,dena21,86.564
13,178,dena21,86.564
13,179,dena21,86.564
13,180,dena21,86.564
13,181,dena21,86.564
13,182,dena21,86.564
13,183,dena21,86.564
13,184,dena21,86.564
13,185,dena21,86.564
13,186,dena21,86.564
13,187,dena21,86.564
13,188,dena21,86.564
13,189,dena21,-0.0
13,190,dena21,86.564
13,191,dena21,86.564
13,192,dena21,86.564
13,193,dena21,86.564
13,194,dena21,86.564
13,195,dena21,86.564
13,196,dena21,86.564
13,197,dena21,86.564
13,198,dena21,86.564
13,199,dena21,86.564
13,200,dena21,86.564
13,201,dena21,86.564
13,202,dena21,86.564
13,203,dena21,86.564
13,204,dena21,86.564
13,205,dena21,86.564
13,206,dena21,86.564
13,207,dena21,86.564
13,208,dena21,86.564
13,209,dena21,86.564
13,210,dena21,86.564
13,211,dena21,86.564
13,212,dena21,86.564
13,213,dena21,86.564
13,214,dena21,86.564
13,215,dena21,86.564
13,216,dena21,86.564
13,217,dena21,-0.0
13,218,dena21,86.564
13,219,dena21,86.564
13,220,dena21,86.564
13,221,dena21,86.564
13,222,dena21,86.564
13,223,dena21,86.564
13,224,dena21,86.564
13,225,dena21,86.564
13,226,dena21,86.564
13,227,dena21,86.564
13,228,dena21,86.564
13,229,dena21,86.564
13,230,dena21,86.564
13,231,dena21,86.564
13,232,dena21,86.564
13,233,dena21,86.564
13,234,dena21,86.564
13,235,dena21,86.564
13,236,dena21,86.564
13,237,dena21,86.564
13,238,dena21,86.564
13,239,dena21,86.564
13,240,dena21,86.564
13,241,dena21,86.564
13,242,dena21,86.564
13,243,dena21,86.564
13,244,dena21,86.564
13,245,dena21,86.564
13,246,dena21,86.564
13,247,dena21,86.564
13,248,dena21,86.564
13,249,dena21,86.564
13,250,dena21,86.564
13,251,dena21,86.564
13,252,dena21,86.564
13,253,dena21,86.564
13,254,dena21,86.564
13,255,dena21,86.564
13,256,dena21,86.564
13,257,dena21,86.564
13,258,dena21,86.564
13,259,dena21,86.564
13,260,dena21,86.564
13,261,dena21,86.564
13,262,dena21,86.564
13,263,dena21,86.564
13,264,dena21,86.564
13,265,dena21,86.564
13,266,dena21,86.564
13,267,dena21,86.564
13,268,dena21,86.564
13,269,dena21,86.564
13,270,dena21,86.564
13,271,dena21,86.564
13,272,dena21,86.564
13,273,dena21,86.564
13,274,dena21,86.564
13,275,dena21,86.564
13,276,dena21,86.564
13,277,dena21,86.564
13,278,dena21,86.564
13,279,dena21,86.564
13,280,dena21,86.564
13,281,dena21,86.564
13,282,dena21,86.564
13,283,dena21,86.564
13,284,dena21,86.564
13,285,dena21,86.564
13,286,dena21,86.564
13,287,dena21,86.564
13,288,dena21,86.564
13,289,dena21,86.564
13,290,dena21,86.564
13,291,dena21,86.564
13,292,dena21,86.564
13,293,dena21,86.564
13,294,dena21,86.564
13,295,dena21,86.564
13,296,dena21,86.564
13,297,dena21,86.564
13,298,dena21,86.564
13,299,dena21,86.564
13,300,dena21,86.564
13,301,dena21,86.564
13,302,dena21,86.564
13,303,dena21,86.564
13,304,dena21,86.564
13,305,dena21,86.564
13,306,dena21,86.564
13,307,dena21,86.564
13,308,dena21,86.564
13,309,dena21,86.564
13,310,dena21,86.564
13,311,dena21,153.586
13,312,dena21,86.564
13,313,dena21,86.564
13,314,dena21,86.564
13,315,dena21,86.564
13,316,dena21,86.564
13,317,dena21,86.564
13,318,dena21,86.564
13,319,dena21,86.564
13,320,dena21,86.564
13,321,dena21,86.564
13,322,dena21,86.564
13,323,dena21,86.564
13,324,dena21,86.564
13,325,dena21,86.564
13,326,dena21,86.564
13,327,dena21,86.564
13,328,dena21,86.564
13,329,dena21,86.564
13,330,dena21,86.564
13,331,dena21,86.564
13,332,dena21,86.564
13,333,dena21,153.586
13,334,dena21,86.564
13,335,dena21,86.564
13,336,dena21,86.564
13,337,dena21,153.586
13,338,dena21,86.564
13,339,dena21,153.586
13,340,dena21,86.564
13,341,dena21,153.586
13,342,dena21,86.564
13,343,dena21,86.564
13,344,dena21,92.72999999996219
13,345,dena21,86.564
13,346,dena21,86.564
13,347,dena21,86.564
13,348,dena21,86.564
13,349,dena21,86.564
13,350,dena21,86.564
13,351,dena21,86.564
13,352,dena21,86.564
13,353,dena21,86.564
13,354,dena21,86.564
13,355,dena21,86.564
13,356,dena21,86.564
13,357,dena21,86.564
13,358,dena21,86.564
13,359,dena21,86.564
13,360,dena21,86.564
13,361,dena21,86.564
13,362,dena21,86.564
13,363,dena21,86.564
13,364,dena21,86.564
13,365,dena21,86.564
14,1,dena21,86.564
14,2,dena21,86.564
14,3,dena21,86.564
14,4,dena21,86.564
14,5,dena21,86.564
14,6,dena21,86.564
14,7,dena21,86.564
14,8,dena21,86.564
14,9,dena21,86.564
14,10,dena21,86.564
14,11,dena21,153.586
14,12,dena21,86.564
14,13,dena21,86.564
14,14,dena21,86.564
14,15,dena21,86.564
14,16,dena21,86.564
14,17,dena21,86.564
14,18,dena21,153.586
14,19,dena21,86.564
14,20,dena21,86.564
14,21,dena21,86.564
14,22,dena21,86.564
14,23,dena21,86.564
14,24,dena21,86.564
14,25,dena21,86.564
14,26,dena21,86.564
14,27,dena21,86.564
14,28,dena21,86.564
14,29,dena21,86.564
14,30,dena21,86.564
14,31,dena21,153.586
14,32,dena21,86.564
14,33,dena21,86.564
14,34,dena21,86.564
14,35,dena21,86.564
14,36,dena21,86.564
14,37,dena21,86.564
14,38,dena21,86.564
14,39,dena21,86.564
14,40,dena21,86.564
14,41,dena21,86.564
14,42,dena21,86.564
14,43,dena21,86.564
14,44,dena21,86.564
14,45,dena21,86.564
14,46,dena21,86.564
14,47,dena21,86.564
14,48,dena21,86.564
14,49,dena21,86.564
14,50,dena21,86.564
14,51,dena21,86.564
14,52,dena21,86.564
14,53,dena21,86.564
14,54,dena21,86.564
14,55,dena21,86.564
14,56,dena21,86.564
14,57,dena21,86.564
14,58,dena21,86.564
14,59,dena21,86.564
14,60,dena21,86.564
14,61,dena21,86.564
14,62,dena21,86.564
14,63,dena21,86.564
14,64,dena21,86.564
14,65,dena21,86.564
14,66,dena21,86.564
14,67,dena21,86.564
14,68,dena21,86.564
14,69,dena21,86.564
14,70,dena21,86.564
14,71,dena21,86.564
14,72,dena21,86.564
14,73,dena21,86.564
14,74,dena21,86.564
14,75,dena21,86.564
14,76,dena21,86.564
14,77,dena21,86.564
14,78,dena21,86.564
14,79,dena21,86.564
14,80,dena21,86.564
14,81,dena21,86.564
14,82,dena21,86.564
14,83,dena21,86.564
14,84,dena21,86.564
14,85,dena21,86.564
14,86,dena21,86.564
14,87,dena21,86.564
14,88,dena21,86.564
14,89,dena21,86.564
14,90,dena21,86.564
14,91,dena21,86.564
14,92,dena21,86.564
14,93,dena21,86.564
14,94,dena21,86.564
14,95,dena21,86.564
14,96,dena21,86.564
14,97,dena21,86.564
14,98,dena21,86.564
14,99,dena21,86.564
14,100,dena21,86.564
14,101,dena21,86.564
14,102,dena21,86.564
14,103,dena21,86.564
14,104,dena21,86.564
14,105,dena21,86.564
14,106,dena21,86.564
14,107,dena21,86.564
14,108,dena21,86.564
14,109,dena21,86.564
14,110,dena21,86.564
14,111,dena21,86.564
14,112,dena21,86.564
14,113,dena21,86.564
14,114,dena21,86.564
14,115,dena21,86.564
14,116,dena21,86.564
14,117,dena21,86.564
14,118,dena21,86.564
14,119,dena21,-0.0
14,120,dena21,86.564
14,121,dena21,-0.0
14,122,dena21,86.564
14,123,dena21,86.564
14,124,dena21,86.564
14,125,dena21,86.564
14,126,dena21,86.564
14,127,dena21,86.564
14,128,dena21,86.564
14,129,dena21,86.564
14,130,dena21,86.564
14,131,dena21,86.564
14,132,dena21,86.564
14,133,dena21,86.564
14,134,dena21,86.564
14,135,dena21,86.564
14,136,dena21,86.564
14,137,dena21,86.564
14,138,dena21,86.564
14,139,dena21,86.564
14,140,dena21,86.564
14,141,dena21,86.564
14,142,dena21,86.564
14,143,dena21,86.564
14,144,dena21,86.564
14,145,dena21,86.564
14,146,dena21,86.564
14,147,dena21,86.564
14,148,dena21,86.564
14,149,dena21,86.564
14,150,dena21,86.564
14,151,dena21,86.564
14,152,dena21,86.564
14,153,dena21,86.564
14,154,dena21,86.564
14,155,dena21,86.564
14,156,dena21,86.564
14,157,dena21,86.564
14,158,dena21,86.564
14,159,dena21,86.564
14,160,dena21,86.564
14,161,dena21,86.564
14,162,dena21,86.564
14,163,dena21,86.564
14,164,dena21,86.564
14,165,dena21,86.564
14,166,dena21,86.564
